participant_id,cluster_id,occupation,day_surveyed,frequency_of_interaction,relationship,contact_type,total_time_contact,agecat_contact,agecat_participant,number_casual_contacts,distance_from_home,Rural
3412,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
3412,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
3412,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,2-4y olds,2-4y olds,0-9,0,Yes
3412,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
3414,34,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,0-9,0,Yes
3414,34,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,<2y olds,0-9,0,Yes
3414,34,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,<2y olds,0-9,0,Yes
3414,34,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
3414,34,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
3417,34,retired,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,65+y olds,0-9,0,Yes
3417,34,retired,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,65+y olds,0-9,0,Yes
3421,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,15-24y olds,Oct-19,0,Yes
3421,34,school college university student,Monday,At least once a week,Other relative,Physical,15mins - <1h,35-44y olds,15-24y olds,Oct-19,0,Yes
3421,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,15-24y olds,Oct-19,0,Yes
3421,34,school college university student,Monday,Daily or almost daily,Friend,Nonphysical,15mins - <1h,15-24y olds,15-24y olds,Oct-19,7.9,Yes
3421,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,15-24y olds,Oct-19,0,Yes
3421,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,Oct-19,0,Yes
3421,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,Oct-19,0,Yes
3421,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Oct-19,0,Yes
3421,34,school college university student,Monday,Daily or almost daily,Friend,Physical,15mins - <1h,15-24y olds,15-24y olds,Oct-19,7.9,Yes
3421,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Oct-19,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Other relative,Physical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,65+y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Other relative,Physical,>4h,25-34y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,65+y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
3423,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,10-14y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,10-14y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3427,34,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3502,35,others,Sunday,At least once a week,Other relative,Nonphysical,2h - <4h,45-54Y olds,55-64y olds,Oct-19,0,Yes
3502,35,others,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,55-64y olds,Oct-19,0,Yes
3502,35,others,Sunday,Daily or almost daily,Other,Nonphysical,>4h,45-54Y olds,55-64y olds,Oct-19,0,Yes
3502,35,others,Sunday,At least once a week,Other,Nonphysical,>4h,25-34y olds,55-64y olds,Oct-19,0,Yes
3502,35,others,Sunday,Daily or almost daily,Other,Nonphysical,>4h,45-54Y olds,55-64y olds,Oct-19,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Friend,Nonphysical,1h - <2h,10-14y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Friend,Nonphysical,1h - <2h,15-24y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Friend,Nonphysical,1h - <2h,10-14y olds,5-9y olds,20 - 29,0,Yes
3504,35,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,20 - 29,0,Yes
3506,35,others,Sunday,Daily or almost daily,Friend,Nonphysical,2h - <4h,25-34y olds,25-34y olds,0-9,13.6,Yes
3506,35,others,Sunday,Daily or almost daily,Other,Nonphysical,2h - <4h,35-44y olds,25-34y olds,0-9,13.6,Yes
3506,35,others,Sunday,At least once a week,Household member,Physical,>4h,5-9y olds,25-34y olds,0-9,0,Yes
3506,35,others,Sunday,At least once a week,Household member,Physical,>4h,2-4y olds,25-34y olds,0-9,0,Yes
3506,35,others,Sunday,At least once a week,Household member,Physical,>4h,2-4y olds,25-34y olds,0-9,0,Yes
3506,35,others,Sunday,At least once a week,Household member,Physical,>4h,10-14y olds,25-34y olds,0-9,0,Yes
3506,35,others,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,25-34y olds,25-34y olds,0-9,13.6,Yes
3506,35,others,Sunday,At least once a week,Household member,Physical,>4h,5-9y olds,25-34y olds,0-9,0,Yes
3506,35,others,Sunday,At least once a week,Household member,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
3506,35,others,Sunday,Daily or almost daily,Friend,Nonphysical,2h - <4h,35-44y olds,25-34y olds,0-9,13.6,Yes
3510,35,shop worker,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,25-34y olds,Oct-19,0,Yes
3510,35,shop worker,Sunday,Daily or almost daily,Friend,Physical,>4h,25-34y olds,25-34y olds,Oct-19,0,Yes
3510,35,shop worker,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,45-54Y olds,25-34y olds,Oct-19,0,Yes
3510,35,shop worker,Sunday,Daily or almost daily,Friend,Physical,>4h,35-44y olds,25-34y olds,Oct-19,0,Yes
3510,35,shop worker,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,25-34y olds,25-34y olds,Oct-19,0,Yes
3510,35,shop worker,Sunday,Daily or almost daily,Household member,Physical,<15mins,2-4y olds,25-34y olds,Oct-19,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Other relative,Physical,>4h,2-4y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Other relative,Physical,>4h,55-64y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,Don't know,0,Yes
3513,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3517,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,15-24y olds,0-9,0,Yes
3517,35,school college university student,Sunday,Daily or almost daily,Other relative,Physical,>4h,65+y olds,15-24y olds,0-9,0,Yes
3517,35,school college university student,Sunday,Daily or almost daily,Other relative,Physical,>4h,10-14y olds,15-24y olds,0-9,0,Yes
3517,35,school college university student,Sunday,Daily or almost daily,Other relative,Physical,>4h,5-9y olds,15-24y olds,0-9,0,Yes
3517,35,school college university student,Sunday,Daily or almost daily,Other relative,Physical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
3517,35,school college university student,Sunday,Daily or almost daily,Other relative,Physical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
3517,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
3521,35,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,0-9,0,Yes
3521,35,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,15-24y olds,0-9,0,Yes
3521,35,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,15-24y olds,0-9,0,Yes
3523,35,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,10-14y olds,0-9,0,Yes
3530,35,manual worker,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,0-9,0,Yes
3602,36,shop worker,Monday,Daily or almost daily,Other relative,Nonphysical,<15mins,35-44y olds,25-34y olds,0-9,16,Yes
3602,36,shop worker,Monday,Daily or almost daily,Other,Nonphysical,1h - <2h,55-64y olds,25-34y olds,0-9,0,Yes
3602,36,shop worker,Monday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,25-34y olds,25-34y olds,0-9,0,Yes
3602,36,shop worker,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,25-34y olds,0-9,0,Yes
3602,36,shop worker,Monday,Never met before,Other,Nonphysical,<15mins,35-44y olds,25-34y olds,0-9,30.6,Yes
3602,36,shop worker,Monday,Daily or almost daily,Other relative,Nonphysical,<15mins,25-34y olds,25-34y olds,0-9,6.2,Yes
3602,36,shop worker,Monday,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,35-44y olds,25-34y olds,0-9,0,Yes
3602,36,shop worker,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
3604,36,school college university student,Monday,Daily or almost daily,Household member,Physical,1h - <2h,5-9y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,Daily or almost daily,Friend,Physical,1h - <2h,5-9y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,At least once a month,Other relative,Physical,15mins - <1h,10-14y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,Daily or almost daily,Household member,Physical,2h - <4h,45-54Y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,At least once a month,Household member,Nonphysical,15mins - <1h,15-24y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,Daily or almost daily,Friend,Physical,15mins - <1h,5-9y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,Daily or almost daily,Household member,Physical,1h - <2h,15-24y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,Daily or almost daily,Friend,Physical,1h - <2h,5-9y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,Daily or almost daily,Household member,Physical,1h - <2h,15-24y olds,5-9y olds,Oct-19,0,Yes
3604,36,school college university student,Monday,At least once a month,Household member,Nonphysical,15mins - <1h,10-14y olds,5-9y olds,Oct-19,0,Yes
3606,36,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,65+y olds,65+y olds,0-9,0,Yes
3606,36,agriculture,Monday,At least once a week,Other relative,Nonphysical,<15mins,15-24y olds,65+y olds,0-9,0,Yes
3606,36,agriculture,Monday,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,25-34y olds,65+y olds,0-9,0,Yes
3606,36,agriculture,Monday,Daily or almost daily,Household member,Physical,1h - <2h,15-24y olds,65+y olds,0-9,0,Yes
3606,36,agriculture,Monday,Daily or almost daily,Household member,Physical,2h - <4h,15-24y olds,65+y olds,0-9,0,Yes
3610,36,agriculture,Monday,At least once a week,Other,Nonphysical,15mins - <1h,15-24y olds,15-24y olds,0-9,0,Yes
3610,36,agriculture,Monday,Daily or almost daily,Household member,Physical,2h - <4h,2-4y olds,15-24y olds,0-9,0,Yes
3610,36,agriculture,Monday,Daily or almost daily,Household member,Physical,2h - <4h,2-4y olds,15-24y olds,0-9,0,Yes
3610,36,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,15-24y olds,0-9,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,15mins - <1h,10-14y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Friend,Physical,15mins - <1h,10-14y olds,5-9y olds,30+,0,Yes
3613,36,school college university student,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,30+,0,Yes
3614,36,others,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,<2y olds,Don't know,0,Yes
3614,36,others,Tuesday,At least once a month,Other,Physical,2h - <4h,35-44y olds,<2y olds,Don't know,16,Yes
3614,36,others,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,<2y olds,Don't know,0,Yes
3614,36,others,Tuesday,At least once a month,Other,Physical,2h - <4h,15-24y olds,<2y olds,Don't know,16,Yes
3614,36,others,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,Don't know,0,Yes
3617,36,agriculture,Monday,At least once a week,Friend,Physical,1h - <2h,45-54Y olds,45-54Y olds,20 - 29,6.2,Yes
3617,36,agriculture,Monday,At least once a week,Friend,Physical,<15mins,35-44y olds,45-54Y olds,20 - 29,6.2,Yes
3617,36,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,45-54Y olds,20 - 29,0,Yes
3617,36,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,1h - <2h,45-54Y olds,45-54Y olds,20 - 29,0,Yes
3617,36,agriculture,Monday,At least once a week,Other,Physical,<15mins,25-34y olds,45-54Y olds,20 - 29,6.2,Yes
3617,36,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,1h - <2h,35-44y olds,45-54Y olds,20 - 29,0,Yes
3617,36,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,45-54Y olds,20 - 29,0,Yes
3617,36,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,45-54Y olds,20 - 29,0,Yes
3617,36,agriculture,Monday,At least once a week,Other relative,Physical,15mins - <1h,15-24y olds,45-54Y olds,20 - 29,6.2,Yes
3617,36,agriculture,Monday,At least once a week,Other,Physical,<15mins,45-54Y olds,45-54Y olds,20 - 29,6.2,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Other relative,Physical,2h - <4h,2-4y olds,2-4y olds,Don't know,0,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,<2y olds,2-4y olds,Don't know,0,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Other relative,Physical,2h - <4h,<2y olds,2-4y olds,Don't know,0,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,2-4y olds,Don't know,0,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Other relative,Physical,2h - <4h,5-9y olds,2-4y olds,Don't know,0,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Other relative,Physical,2h - <4h,5-9y olds,2-4y olds,Don't know,0,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Other relative,Physical,2h - <4h,5-9y olds,2-4y olds,Don't know,0,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,2-4y olds,Don't know,0,Yes
3620,36,pre-school child,Monday,Daily or almost daily,Other relative,Physical,2h - <4h,5-9y olds,2-4y olds,Don't know,0,Yes
3621,36,school college university student,Monday,Daily or almost daily,Household member,Nonphysical,>4h,45-54Y olds,15-24y olds,0-9,0,Yes
3621,36,school college university student,Monday,Daily or almost daily,Household member,Nonphysical,>4h,45-54Y olds,15-24y olds,0-9,0,Yes
3621,36,school college university student,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
3624,36,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
3624,36,pre-school child,Monday,Daily or almost daily,Other relative,Physical,2h - <4h,65+y olds,<2y olds,0-9,0,Yes
3624,36,pre-school child,Monday,Daily or almost daily,Other relative,Physical,2h - <4h,55-64y olds,<2y olds,0-9,0,Yes
3624,36,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
3624,36,pre-school child,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,0-9,0,Yes
3629,36,agriculture,Monday,At least once a month,Other,Physical,<15mins,35-44y olds,55-64y olds,0-9,0,Yes
3629,36,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,55-64y olds,0-9,0,Yes
3629,36,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,55-64y olds,0-9,0,Yes
3629,36,agriculture,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,55-64y olds,0-9,0,Yes
3629,36,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,55-64y olds,0-9,0,Yes
3629,36,agriculture,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,55-64y olds,0-9,0,Yes
3702,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,15-24y olds,0-9,0,Yes
3702,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,0-9,0,Yes
3702,37,school college university student,Thursday,At least once a week,Household member,Physical,1h - <2h,25-34y olds,15-24y olds,0-9,1.1,Yes
3702,37,school college university student,Thursday,At least once a week,Friend,Physical,15mins - <1h,15-24y olds,15-24y olds,0-9,1.1,Yes
3702,37,school college university student,Thursday,At least once a week,Friend,Physical,15mins - <1h,15-24y olds,15-24y olds,0-9,1.1,Yes
3702,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,15-24y olds,0-9,0,Yes
3702,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,2h - <4h,15-24y olds,15-24y olds,0-9,0,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Friend,Physical,2h - <4h,10-14y olds,10-14y olds,20 - 29,2.2,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,1h - <2h,2-4y olds,10-14y olds,20 - 29,0,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Friend,Physical,2h - <4h,10-14y olds,10-14y olds,20 - 29,2.2,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,1h - <2h,65+y olds,10-14y olds,20 - 29,0,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,1h - <2h,5-9y olds,10-14y olds,20 - 29,0,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Friend,Physical,2h - <4h,10-14y olds,10-14y olds,20 - 29,2.2,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,1h - <2h,<2y olds,10-14y olds,20 - 29,0,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,1h - <2h,65+y olds,10-14y olds,20 - 29,0,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,1h - <2h,5-9y olds,10-14y olds,20 - 29,0,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Friend,Physical,2h - <4h,10-14y olds,10-14y olds,20 - 29,2.2,Yes
3704,37,school college university student,Thursday,Daily or almost daily,Friend,Physical,2h - <4h,10-14y olds,10-14y olds,20 - 29,2.2,Yes
3706,37,housewife,Thursday,Daily or almost daily,Household member,Physical,2h - <4h,15-24y olds,65+y olds,0-9,0,Yes
3706,37,housewife,Thursday,Daily or almost daily,Household member,Physical,2h - <4h,45-54Y olds,65+y olds,0-9,0,Yes
3710,37,housewife,Thursday,Daily or almost daily,Friend,Physical,15mins - <1h,25-34y olds,25-34y olds,0-9,0,Yes
3710,37,housewife,Thursday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,25-34y olds,0-9,0,Yes
3710,37,housewife,Thursday,Daily or almost daily,Other relative,Physical,15mins - <1h,35-44y olds,25-34y olds,0-9,0,Yes
3710,37,housewife,Thursday,At least once a week,Friend,Physical,<15mins,55-64y olds,25-34y olds,0-9,0,Yes
3714,37,pre-school child,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
3714,37,pre-school child,Thursday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,0-9,0,Yes
3714,37,pre-school child,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
3714,37,pre-school child,Thursday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
3714,37,pre-school child,Thursday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,<2y olds,0-9,0,Yes
3717,37,agriculture,Thursday,At least once a month,Other,Physical,<15mins,25-34y olds,25-34y olds,Oct-19,1.1,Yes
3717,37,agriculture,Thursday,Daily or almost daily,Other,Nonphysical,15mins - <1h,65+y olds,25-34y olds,Oct-19,0,Yes
3717,37,agriculture,Thursday,Daily or almost daily,Other relative,Physical,15mins - <1h,35-44y olds,25-34y olds,Oct-19,0,Yes
3717,37,agriculture,Thursday,At least once a week,Friend,Nonphysical,15mins - <1h,25-34y olds,25-34y olds,Oct-19,5.3,Yes
3717,37,agriculture,Thursday,At least once a month,Other,Nonphysical,<15mins,45-54Y olds,25-34y olds,Oct-19,1.1,Yes
3717,37,agriculture,Thursday,Never met before,Other,Nonphysical,<15mins,15-24y olds,25-34y olds,Oct-19,5.3,Yes
3717,37,agriculture,Thursday,Daily or almost daily,Household member,Nonphysical,<15mins,35-44y olds,25-34y olds,Oct-19,0,Yes
3717,37,agriculture,Thursday,At least once a week,Friend,Nonphysical,15mins - <1h,25-34y olds,25-34y olds,Oct-19,5.3,Yes
3717,37,agriculture,Thursday,Daily or almost daily,Household member,Nonphysical,2h - <4h,10-14y olds,25-34y olds,Oct-19,0,Yes
3721,37,agriculture,Thursday,At least once a week,Friend,Nonphysical,1h - <2h,65+y olds,55-64y olds,Don't know,0,Yes
3721,37,agriculture,Thursday,At least once a week,Colleague or schoolmate,Physical,2h - <4h,5-9y olds,55-64y olds,Don't know,0,Yes
3721,37,agriculture,Thursday,At least once a week,Colleague or schoolmate,Physical,2h - <4h,5-9y olds,55-64y olds,Don't know,0,Yes
3721,37,agriculture,Thursday,At least once a week,Colleague or schoolmate,Physical,2h - <4h,35-44y olds,55-64y olds,Don't know,0,Yes
